instance_id,canonical_smiles
CHEMBL3667260,CC(NC1CCCC1)c2ccc(cc2)c3c(O)ccc4NC(=O)c5sccc5c34
CHEMBL1392160,NC(=O)CC(NC(=O)Cc1cccc2ccccc12)c3ccc(NCc4cc(F)ccc4F)c(c3)[N+](=O)[O-]
CHEMBL1092573,C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@H]3CN(C[C@@H]3c4ccc(F)cc4F)C5CCOCC5
CHEMBL1607597,NC(=O)C1CCN(CC1)C2CC(=O)N(C2=O)c3ccc(F)c(Cl)c3
CHEMBL403649,CCOCCC1(Oc2ccc(Oc3ccc(cc3)c4ccccc4)cc2)C(=O)NC(=O)NC1=O
CHEMBL3690273,Cn1c(Nc2ccc(Oc3ncccc3c4cccnc4)cc2)nc5ccccc15
CHEMBL3940749,CC[C@@H](NC(=O)c1cc(C(=O)N2CCC[C@@H]2C)n3CCOCc13)c4cnc(OC)c(Cl)c4
CHEMBL1489867,OCCN1CCN(CC1)c2[nH]cnc3ncnc23
CHEMBL362382,CO[C@@H]1C[C@H](N(C1)C(=O)NCc2ccc(cc2Cl)C(=O)N3CCCCc4sccc34)C(=O)N5CCC(CC5)N6CCCC6
CHEMBL2037512,CCC(CC)[C@H]1N([C@@H](C(=O)NC)c2ccc(C)nc2)C(=O)[C@H](NC1=O)C3Cc4ccccc4C3
CHEMBL1398576,O=C(C1CCC1)N2CCc3cc(ccc23)S(=O)(=O)NCc4ccccn4
CHEMBL1210333,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c2cccc(c2)N(Cc3ccccc3)S(=O)(=O)C)C(=O)NC4CCCCC4
CHEMBL3901549,Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCCCC(N)C5
CHEMBL1080483,CNC(=O)CN1c2ccccc2N(C3CCN(CC3)C4CCC5CCCCC5C4)S1(=O)=O
CHEMBL357934,CCCCOc1ccc(cc1)S(=O)(=O)N2C\C(=N/OCC(C)C)\C[C@@H]2C(=O)NO
CHEMBL13241,OC(=O)CCN1CCCN(CC1)C(=O)N2CCC3(CC2)CCN(C3)c4ccncc4
CHEMBL2029544,CN(Cc1ccccc1)C(=O)c2ccc(OC\C(=C/CN)\F)cc2
CHEMBL526097,Nc1cccc(c1)C2(CCC(=O)NC2=O)C3CCN(Cc4ccc(Br)cc4)CC3
CHEMBL4064222,CCCCN1CCN(CCCN2C(=O)CCc3ccccc23)CC1
CHEMBL1348148,CCCCn1c(NCc2cccs2)nc3ccccc13
